,idx,word,pos,n_w,n_d,tf,i_d,idf,tf_idf
4082,169,same,JJ,1,30,0.03333333333333333,29,3.2007820814255017,0.10669273604751672
4084,169,true,JJ,1,30,0.03333333333333333,9,4.370853334075757,0.14569511113585856
4087,169,smaller,JJR,1,30,0.03333333333333333,19,3.623638932245535,0.1207879644081845
4105,169,larger,JJR,1,30,0.03333333333333333,13,4.003128553950439,0.13343761846501462
4108,169,recent,JJ,1,30,0.03333333333333333,7,4.622167762356662,0.15407225874522207
4122,170,back,RB,1,52,0.019230769230769232,18,3.6777061535158113,0.07072511833684253
4124,170,more,RBR,1,52,0.019230769230769232,59,2.490540467506256,0.04789500899050493
4125,170,lightweight,JJ,1,52,0.019230769230769232,4,5.181783550292085,0.09964968365946318
4135,170,first,JJ,1,52,0.019230769230769232,9,4.370853334075757,0.08405487180914917
4140,170,less,JJR,1,52,0.019230769230769232,23,3.432583695482826,0.06601122491313127
4153,170,impressive,JJ,1,52,0.019230769230769232,8,4.48863636973214,0.08631993018715653
4199,172,especially,RB,1,20,0.05,9,4.370853334075757,0.21854266670378786
4202,172,never,RB,1,20,0.05,6,4.77631844218392,0.23881592210919603
4208,172,frustrating,JJ,1,20,0.05,3,5.469465622743866,0.2734732811371933
4212,173,not,RB,1,34,0.029411764705882353,64,2.409194828052304,0.07085867141330306
4213,173,just,RB,1,34,0.029411764705882353,31,3.1340907069268296,0.0921791384390244
4220,173,closer,RBR,1,34,0.029411764705882353,3,5.469465622743866,0.16086663596305487
4237,173,also,RB,1,34,0.029411764705882353,30,3.1668805297498204,0.09314354499264177
4241,173,small,JJ,1,34,0.029411764705882353,33,3.0715703499454956,0.09034030441016164
4245,174,new,JJ,1,19,0.05263157894736842,78,2.211369084722384,0.116387846564336
4250,174,old,JJ,1,19,0.05263157894736842,16,3.7954891891721947,0.19976258890379972
4257,174,above,RB,1,19,0.05263157894736842,2,5.87493073085203,0.30920688057115947
4268,175,too,RB,1,34,0.029411764705882353,15,3.8600277103097658,0.11353022677381663
4271,175,less,JJR,1,34,0.029411764705882353,23,3.432583695482826,0.100958343984789
4290,175,good,JJ,1,34,0.029411764705882353,20,3.572345637857985,0.10506898934876427
4294,175,real,JJ,1,34,0.029411764705882353,9,4.370853334075757,0.12855450982575756
4297,176,indeed,RB,1,21,0.047619047619047616,3,5.469465622743866,0.2604507439401841
4302,176,new,JJ,1,21,0.047619047619047616,78,2.211369084722384,0.10530328974868496
4307,176,first,JJ,1,21,0.047619047619047616,9,4.370853334075757,0.2081358730512265
4314,176,lightweight,JJ,1,21,0.047619047619047616,4,5.181783550292085,0.24675159763295643
4320,177,not,RB,1,21,0.047619047619047616,64,2.409194828052304,0.1147235632405859
4321,177,unfair,JJ,1,21,0.047619047619047616,1,6.568077911411976,0.31276561482914167
4326,177,new,JJ,1,21,0.047619047619047616,78,2.211369084722384,0.10530328974868496
4336,177,old,JJ,1,21,0.047619047619047616,16,3.7954891891721947,0.18073758043677116
4341,178,here,RB,1,40,0.025,15,3.8600277103097658,0.09650069275774414
4343,178,similar,JJ,1,40,0.025,12,4.083171261623976,0.1020792815405994
4351,178,loud,JJ,1,40,0.025,3,5.469465622743866,0.13673664056859666
4353,178,solid,JJ,1,40,0.025,10,4.26549281841793,0.10663732046044826
4379,179,ironically,RB,1,23,0.043478260869565216,1,6.568077911411976,0.28556860484399893
4381,179,often,RB,1,23,0.043478260869565216,10,4.26549281841793,0.18545620949643174
4398,179,embarrassing,JJ,1,23,0.043478260869565216,1,6.568077911411976,0.28556860484399893
4410,180,old,JJ,1,10,0.1,16,3.7954891891721947,0.3795489189172195
4419,181,once,RB,1,26,0.038461538461538464,4,5.181783550292085,0.19929936731892636
4420,181,again,RB,1,26,0.038461538461538464,10,4.26549281841793,0.16405741609299732
4426,181,black,JJ,1,26,0.038461538461538464,4,5.181783550292085,0.19929936731892636
4428,181,intact,JJ,1,26,0.038461538461538464,1,6.568077911411976,0.25261838120815294
4435,181,less,RBR,1,26,0.038461538461538464,23,3.432583695482826,0.13202244982626254
4436,181,immersive,JJ,1,26,0.038461538461538464,1,6.568077911411976,0.25261838120815294
4438,182,again,RB,1,47,0.02127659574468085,10,4.26549281841793,0.09075516634931766
4442,182,not,RB,1,47,0.02127659574468085,64,2.409194828052304,0.051259464426644766
4452,182,smaller,JJR,1,47,0.02127659574468085,19,3.623638932245535,0.07709870068607522
4467,182,worse,JJR,1,47,0.02127659574468085,1,6.568077911411976,0.13974633854068033
4474,182,newer,JJR,1,47,0.02127659574468085,9,4.370853334075757,0.09299687944842035
4483,182,heavier,JJR,1,47,0.02127659574468085,2,5.87493073085203,0.12499852618834106
4485,183,thankfully,RB,1,10,0.1,1,6.568077911411976,0.6568077911411976
4491,183,bad,JJ,1,10,0.1,4,5.181783550292085,0.5181783550292085
4498,184,adequate,JJ,1,9,0.1111111111111111,2,5.87493073085203,0.6527700812057812
4501,184,not,RB,1,9,0.1111111111111111,64,2.409194828052304,0.26768831422803374
4502,184,spectacular,JJ,1,9,0.1111111111111111,1,6.568077911411976,0.7297864346013306
4507,185,more,RBR,1,28,0.03571428571428571,59,2.490540467506256,0.08894787383950914
4508,185,used,JJ,1,28,0.03571428571428571,15,3.8600277103097658,0.13785813251106305
4514,185,still,RB,1,28,0.03571428571428571,34,3.0417173867958143,0.10863276381413622
4516,185,n’t,RB,1,28,0.03571428571428571,80,2.186051276738094,0.07807325988350336
4519,185,comfortable,JJ,1,28,0.03571428571428571,5,4.958639998977875,0.17709428567778127
4522,185,few,JJ,1,28,0.03571428571428571,16,3.7954891891721947,0.13555318532757837
4538,186,few,JJ,1,16,0.0625,16,3.7954891891721947,0.23721807432326217
4543,186,not,RB,1,16,0.0625,64,2.409194828052304,0.150574676753269
4544,186,too,RB,1,16,0.0625,15,3.8600277103097658,0.24125173189436036
4545,186,thrilled,JJ,1,16,0.0625,1,6.568077911411976,0.4105048694632485
4549,187,new,JJ,1,53,0.018867924528301886,78,2.211369084722384,0.041723944994761966
4558,187,only,RB,1,53,0.018867924528301886,28,3.2358734012367716,0.061054215117674934
4561,187,rear,JJ,1,53,0.018867924528301886,8,4.48863636973214,0.08469125225909697
4580,187,extra,JJ,1,53,0.018867924528301886,4,5.181783550292085,0.09776950094890727
4597,187,zoom,JJ,1,53,0.018867924528301886,7,4.622167762356662,0.08721071249729552
4611,188,archaic,JJ,1,53,0.018867924528301886,1,6.568077911411976,0.12392599832852784
4615,188,new,JJ,1,53,0.018867924528301886,78,2.211369084722384,0.041723944994761966
4635,188,n’t,RB,1,53,0.018867924528301886,80,2.186051276738094,0.04124625050449234
4636,188,particularly,RB,1,53,0.018867924528301886,7,4.622167762356662,0.08721071249729552
4640,188,latest,JJS,1,53,0.018867924528301886,6,4.77631844218392,0.09011921589026264
4644,188,more,RBR,2,53,0.03773584905660377,59,2.490540467506256,0.09398265915117947
4645,188,familiar,JJ,1,53,0.018867924528301886,4,5.181783550292085,0.09776950094890727
4651,188,more,RBR,2,53,0.03773584905660377,59,2.490540467506256,0.09398265915117947
4652,188,desirable,JJ,1,53,0.018867924528301886,1,6.568077911411976,0.12392599832852784
4663,189,slim,JJ,1,16,0.0625,2,5.87493073085203,0.3671831706782519
4665,189,sleek,JJ,1,16,0.0625,1,6.568077911411976,0.4105048694632485
4667,189,pocketable,JJ,1,16,0.0625,2,5.87493073085203,0.3671831706782519
4682,190,clear,JJ,1,16,0.0625,6,4.77631844218392,0.298519902636495
4684,190,solid,JJ,1,16,0.0625,10,4.26549281841793,0.2665933011511206
4687,191,small,JJ,1,39,0.02564102564102564,33,3.0715703499454956,0.07875821410116655
4689,191,also,RB,1,39,0.02564102564102564,30,3.1668805297498204,0.08120206486538001
4695,191,little,JJ,1,39,0.02564102564102564,16,3.7954891891721947,0.09732023561979986
4696,191,cramped,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
4704,191,more,RBR,1,39,0.02564102564102564,59,2.490540467506256,0.0638600119873399
4706,191,powerful,JJ,1,39,0.02564102564102564,10,4.26549281841793,0.10937161072866487
4707,191,enough,RB,1,39,0.02564102564102564,12,4.083171261623976,0.10469669901599937
4712,191,best,JJS,1,39,0.02564102564102564,12,4.083171261623976,0.10469669901599937
4718,191,precisely,RB,1,39,0.02564102564102564,2,5.87493073085203,0.1506392495090264
4720,191,daintier,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
4727,192,not,RB,1,10,0.1,64,2.409194828052304,0.2409194828052304
4728,192,ugly,JJ,1,10,0.1,2,5.87493073085203,0.587493073085203
4732,192,just,RB,1,10,0.1,31,3.1340907069268296,0.313409070692683
4739,193,new,JJ,1,18,0.05555555555555555,78,2.211369084722384,0.12285383804013245
4747,193,more,JJR,1,18,0.05555555555555555,59,2.490540467506256,0.1383633593059031
4761,194,original,JJ,1,80,0.0125,13,4.003128553950439,0.05003910692438049
4768,194,smaller,JJR,1,80,0.0125,19,3.623638932245535,0.04529548665306919
4772,194,clickable,JJ,1,80,0.0125,1,6.568077911411976,0.0821009738926497
4777,194,new,JJ,1,80,0.0125,78,2.211369084722384,0.027642113559029804
4783,194,haptic,JJ,1,80,0.0125,2,5.87493073085203,0.07343663413565038
4787,194,n’t,RB,1,80,0.0125,80,2.186051276738094,0.02732564095922618
4799,194,small,JJ,1,80,0.0125,33,3.0715703499454956,0.0383946293743187
4805,194,still,RB,1,80,0.0125,34,3.0417173867958143,0.038021467334947684
4808,194,well,RB,1,80,0.0125,26,3.3099813733904937,0.04137476716738117
4812,194,larger,JJR,1,80,0.0125,13,4.003128553950439,0.05003910692438049
4817,194,more,RBR,1,80,0.0125,59,2.490540467506256,0.031131755843828202
4818,194,useful,JJ,1,80,0.0125,3,5.469465622743866,0.06836832028429833
4826,194,good,JJ,1,80,0.0125,20,3.572345637857985,0.04465432047322482
4830,194,extended,JJ,1,80,0.0125,5,4.958639998977875,0.061982999987223446
4837,195,tall,JJ,1,29,0.034482758620689655,1,6.568077911411976,0.22648544522110262
4841,195,wide,JJ,1,29,0.034482758620689655,6,4.77631844218392,0.16470063593737658
4845,195,thick,JJ,1,29,0.034482758620689655,3,5.469465622743866,0.18860226285323675
4849,195,only,RB,1,29,0.034482758620689655,28,3.2358734012367716,0.11158184142195764
4856,195,lightest,JJS,1,29,0.034482758620689655,1,6.568077911411976,0.22648544522110262
4859,195,current,JJ,1,29,0.034482758620689655,4,5.181783550292085,0.17868219138938224
4872,197,really,RB,1,10,0.1,8,4.48863636973214,0.44886363697321396
4875,197,tiny,JJ,1,10,0.1,3,5.469465622743866,0.5469465622743866
4878,197,modern,JJ,1,10,0.1,4,5.181783550292085,0.5181783550292085
4890,198,not,RB,1,12,0.08333333333333333,64,2.409194828052304,0.2007662356710253
4900,199,especially,RB,1,20,0.05,9,4.370853334075757,0.21854266670378786
4901,199,notable,JJ,1,20,0.05,1,6.568077911411976,0.3284038955705988
4905,199,front,JJ,1,20,0.05,12,4.083171261623976,0.2041585630811988
4909,199,just,RB,1,20,0.05,31,3.1340907069268296,0.1567045353463415
4916,200,many,JJ,1,13,0.07692307692307693,17,3.7348645673557597,0.28729727441198155
4935,201,smaller,JJR,1,48,0.020833333333333332,19,3.623638932245535,0.0754924777551153
4941,201,still,RB,1,48,0.020833333333333332,34,3.0417173867958143,0.06336911222491279
4943,201,half,JJ,1,48,0.020833333333333332,10,4.26549281841793,0.0888644337170402
4946,201,taller,JJR,1,48,0.020833333333333332,2,5.87493073085203,0.12239439022608396
4948,201,more,JJR,1,48,0.020833333333333332,59,2.490540467506256,0.05188625973971367
4955,201,wider,RBR,1,48,0.020833333333333332,3,5.469465622743866,0.11394720047383053
4963,201,thicker,JJR,1,48,0.020833333333333332,2,5.87493073085203,0.12239439022608396
4972,201,same,JJ,1,48,0.020833333333333332,29,3.2007820814255017,0.06668296002969795
4988,202,free,JJ,1,36,0.027777777777777776,6,4.77631844218392,0.13267551228288668
5004,202,also,RB,1,36,0.027777777777777776,30,3.1668805297498204,0.08796890360416167
5008,202,unlocked,JJ,1,36,0.027777777777777776,1,6.568077911411976,0.18244660865033266
5014,203,still,RB,1,27,0.037037037037037035,34,3.0417173867958143,0.11265619951095608
5016,203,good,JJ,1,27,0.037037037037037035,20,3.572345637857985,0.13230909769844387
5028,203,n’t,RB,1,27,0.037037037037037035,80,2.186051276738094,0.08096486210141089
5029,203,perfect,JJ,1,27,0.037037037037037035,5,4.958639998977875,0.18365333329547687
5035,203,dated,JJ,1,27,0.037037037037037035,3,5.469465622743866,0.2025728008423654
5040,204,large,JJ,1,6,0.16666666666666666,4,5.181783550292085,0.8636305917153475
5045,205,crisp,JJ,1,24,0.041666666666666664,2,5.87493073085203,0.24478878045216793
5047,205,vibrant,JJ,1,24,0.041666666666666664,5,4.958639998977875,0.20660999995741147
5050,205,easily,RB,1,24,0.041666666666666664,14,3.929020581796717,0.16370919090819652
5075,206,many,JJ,1,41,0.024390243902439025,17,3.7348645673557597,0.09109425774038439
5077,206,now,RB,1,41,0.024390243902439025,27,3.2722410454076467,0.07981075720506456
5082,206,original,JJ,1,41,0.024390243902439025,13,4.003128553950439,0.09763728180366923
5086,206,other,JJ,1,41,0.024390243902439025,16,3.7954891891721947,0.09257290705298037
5087,206,cheaper,JJR,1,41,0.024390243902439025,3,5.469465622743866,0.13340160055472844
5095,206,old,JJ,1,41,0.024390243902439025,16,3.7954891891721947,0.09257290705298037
5104,206,still,RB,1,41,0.024390243902439025,34,3.0417173867958143,0.07418822894623937
5111,207,more,JJR,1,24,0.041666666666666664,59,2.490540467506256,0.10377251947942734
5122,207,beefy,JJ,1,24,0.041666666666666664,1,6.568077911411976,0.273669912975499
5144,209,n’t,RB,1,39,0.02564102564102564,80,2.186051276738094,0.056052596839438314
5158,209,little,JJ,1,39,0.02564102564102564,16,3.7954891891721947,0.09732023561979986
5159,209,harsh,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
5161,209,particularly,RB,1,39,0.02564102564102564,7,4.622167762356662,0.11851712211170928
5165,209,more,RBR,1,39,0.02564102564102564,59,2.490540467506256,0.0638600119873399
5166,209,used,JJ,1,39,0.02564102564102564,15,3.8600277103097658,0.09897506949512219
5169,209,rounded,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
5173,209,contemporary,JJ,1,39,0.02564102564102564,1,6.568077911411976,0.16841225413876862
5183,210,past,JJ,1,25,0.04,5,4.958639998977875,0.19834559995911502
5190,210,strange,JJ,1,25,0.04,2,5.87493073085203,0.23499722923408123
5192,210,familiar,JJ,1,25,0.04,4,5.181783550292085,0.2072713420116834
5204,211,noticeably,RB,1,16,0.0625,2,5.87493073085203,0.3671831706782519
5205,211,lacking,JJ,1,16,0.0625,3,5.469465622743866,0.3418416014214916
5207,211,however,RB,1,16,0.0625,16,3.7954891891721947,0.23721807432326217
5213,211,slow,JJ,1,16,0.0625,5,4.958639998977875,0.3099149999361172
5228,212,now,RB,2,51,0.0392156862745098,27,3.2722410454076467,0.12832317825128026
5230,212,barely,RB,1,51,0.0196078431372549,2,5.87493073085203,0.11519472021278492
5239,212,now,RB,2,51,0.0392156862745098,27,3.2722410454076467,0.12832317825128026
5243,212,still,RB,1,51,0.0196078431372549,34,3.0417173867958143,0.05964151738815322
5255,212,few,JJ,1,51,0.0196078431372549,16,3.7954891891721947,0.07442135665043519
5257,212,ago,RB,1,51,0.0196078431372549,2,5.87493073085203,0.11519472021278492
5265,212,true,JJ,1,51,0.0196078431372549,9,4.370853334075757,0.08570300655050503
5266,212,wireless,JJ,1,51,0.0196078431372549,13,4.003128553950439,0.07849271674412625
5285,213,taller,JJR,1,28,0.03571428571428571,2,5.87493073085203,0.2098189546732868
5291,213,wider,RBR,1,28,0.03571428571428571,3,5.469465622743866,0.19533805795513806
5294,213,far,RB,1,28,0.03571428571428571,12,4.083171261623976,0.14582754505799914
5295,213,thicker,JJR,1,28,0.03571428571428571,2,5.87493073085203,0.2098189546732868
5298,214,notably,RB,1,24,0.041666666666666664,2,5.87493073085203,0.24478878045216793
5303,214,high,JJ,1,24,0.041666666666666664,4,5.181783550292085,0.21590764792883688
5309,214,so,RB,1,24,0.041666666666666664,25,3.349202086543775,0.13955008693932394
5311,214,different,JJ,1,24,0.041666666666666664,5,4.958639998977875,0.20660999995741147
5325,215,also,RB,1,33,0.030303030303030304,30,3.1668805297498204,0.09596607665908546
5326,215,rather,RB,1,33,0.030303030303030304,10,4.26549281841793,0.12925735813387668
5327,215,wide,JJ,1,33,0.030303030303030304,6,4.77631844218392,0.14473692249042183
5329,215,especially,RB,1,33,0.030303030303030304,9,4.370853334075757,0.1324501010325987
5341,215,n’t,RB,1,33,0.030303030303030304,80,2.186051276738094,0.06624397808297255
5360,216,automatic,JJ,1,14,0.07142857142857142,1,6.568077911411976,0.46914842224371256
5362,216,back,RB,1,14,0.07142857142857142,18,3.6777061535158113,0.2626932966797008
5371,217,hardly,RB,1,14,0.07142857142857142,2,5.87493073085203,0.4196379093465736
5376,217,mostly,RB,1,14,0.07142857142857142,3,5.469465622743866,0.3906761159102761
5377,217,unused,JJ,1,14,0.07142857142857142,1,6.568077911411976,0.46914842224371256
5378,217,right,RB,1,14,0.07142857142857142,14,3.929020581796717,0.28064432727119404
5379,217,now,RB,1,14,0.07142857142857142,27,3.2722410454076467,0.23373150324340333
5380,217,anyway,RB,1,14,0.07142857142857142,1,6.568077911411976,0.46914842224371256
5412,218,already,RB,1,54,0.018518518518518517,1,6.568077911411976,0.1216310724335551
5419,218,happy,JJ,1,54,0.018518518518518517,3,5.469465622743866,0.1012864004211827
5438,219,also,RB,1,8,0.125,30,3.1668805297498204,0.39586006621872755
5439,219,about,RB,1,8,0.125,26,3.3099813733904937,0.4137476716738117
5442,219,heavier,JJR,1,8,0.125,2,5.87493073085203,0.7343663413565038
5447,220,free,JJ,1,31,0.03225806451612903,6,4.77631844218392,0.15407478845754582
5449,220,also,RB,1,31,0.03225806451612903,30,3.1668805297498204,0.1021574364435426
5452,220,most,RBS,1,31,0.03225806451612903,36,2.984558972955866,0.09627609590180213
5455,220,basic,JJ,1,31,0.03225806451612903,2,5.87493073085203,0.1895138945436139
5461,220,not,RB,1,31,0.03225806451612903,64,2.409194828052304,0.0777159621952356
5472,220,european,JJ,1,31,0.03225806451612903,1,6.568077911411976,0.21187348101328954
5477,221,not,RB,1,10,0.1,64,2.409194828052304,0.2409194828052304
5479,221,only,JJ,1,10,0.1,28,3.2358734012367716,0.3235873401236772
5488,222,right,JJ,1,13,0.07692307692307693,14,3.929020581796717,0.3022323524459013
5500,223,now,RB,1,42,0.023809523809523808,27,3.2722410454076467,0.07791050108113444
5509,223,rather,RB,1,42,0.023809523809523808,10,4.26549281841793,0.10155935281947452
5511,223,low,JJ,1,42,0.023809523809523808,12,4.083171261623976,0.09721836337199942
5519,223,only,RB,1,42,0.023809523809523808,28,3.2358734012367716,0.0770446047913517
5520,223,so,RB,1,42,0.023809523809523808,25,3.349202086543775,0.07974290682247083
5521,223,much,RB,1,42,0.023809523809523808,28,3.2358734012367716,0.0770446047913517
5525,223,creatively,RB,1,42,0.023809523809523808,1,6.568077911411976,0.15638280741457083
5548,224,not,RB,1,21,0.047619047619047616,64,2.409194828052304,0.1147235632405859
5551,224,most,RBS,1,21,0.047619047619047616,36,2.984558972955866,0.14212185585504122
5554,224,rich,JJ,1,21,0.047619047619047616,1,6.568077911411976,0.31276561482914167
5559,224,fine,JJ,1,21,0.047619047619047616,5,4.958639998977875,0.23612571423704168
5567,225,easily,RB,1,25,0.04,14,3.929020581796717,0.15716082327186867
5578,225,too,RB,1,25,0.04,15,3.8600277103097658,0.15440110841239063
5579,225,heavy,JJ,1,25,0.04,8,4.48863636973214,0.1795454547892856
5581,225,thick,JJ,1,25,0.04,3,5.469465622743866,0.21877862490975464
5597,226,dead,JJ,1,20,0.05,3,5.469465622743866,0.2734732811371933
5599,226,much,RB,1,20,0.05,28,3.2358734012367716,0.1617936700618386
5600,226,more,RBR,1,20,0.05,59,2.490540467506256,0.12452702337531281
5601,226,quickly,RB,1,20,0.05,2,5.87493073085203,0.2937465365426015
5609,227,exact,JJ,1,9,0.1111111111111111,2,5.87493073085203,0.6527700812057812
5610,227,same,JJ,1,9,0.1111111111111111,29,3.2007820814255017,0.3556424534917224
5618,228,much,JJ,1,23,0.043478260869565216,28,3.2358734012367716,0.14069014787985962
5631,228,less,RBR,1,23,0.043478260869565216,23,3.432583695482826,0.14924276936881853
5640,229,new,JJ,1,52,0.019230769230769232,78,2.211369084722384,0.04252632855235354
5644,229,meanwhile,RB,1,52,0.019230769230769232,2,5.87493073085203,0.11297943713176982
5653,229,solid,JJ,1,52,0.019230769230769232,10,4.26549281841793,0.08202870804649866
5664,229,much,JJ,1,52,0.019230769230769232,28,3.2358734012367716,0.062228334639168686
5670,229,now,RB,1,52,0.019230769230769232,27,3.2722410454076467,0.06292771241168552
5675,229,always,RB,1,52,0.019230769230769232,5,4.958639998977875,0.0953584615188053
5676,229,nearby,JJ,1,52,0.019230769230769232,2,5.87493073085203,0.11297943713176982
5678,229,n't,RB,1,52,0.019230769230769232,23,3.432583695482826,0.06601122491313127
5679,229,as,RB,2,52,0.038461538461538464,72,2.2914117923959205,0.0881312227844585
5680,229,critical,JJ,1,52,0.019230769230769232,1,6.568077911411976,0.12630919060407647
5686,229,long,JJ,1,52,0.019230769230769232,8,4.48863636973214,0.08631993018715653
5688,229,home,RB,1,52,0.019230769230769232,15,3.8600277103097658,0.07423130212134166
5704,230,new,JJ,1,44,0.022727272727272728,78,2.211369084722384,0.0502583882891451
5709,230,n’t,RB,1,44,0.022727272727272728,80,2.186051276738094,0.049682983562229416
5714,230,huge,JJ,1,44,0.022727272727272728,5,4.958639998977875,0.11269636361313354
5723,230,not,RB,1,44,0.022727272727272728,64,2.409194828052304,0.05475442791027964
5724,230,really,RB,1,44,0.022727272727272728,8,4.48863636973214,0.10201446294845772
5729,230,fancy,JJ,1,44,0.022727272727272728,1,6.568077911411976,0.1492744979866358
5732,230,here,RB,1,44,0.022727272727272728,15,3.8600277103097658,0.08772790250704013
5736,231,small,JJ,1,23,0.043478260869565216,33,3.0715703499454956,0.13354653695415197
5777,232,not,RB,1,45,0.022222222222222223,64,2.409194828052304,0.05353766284560676
5795,232,very,RB,1,45,0.022222222222222223,12,4.083171261623976,0.09073713914719947
5796,232,important,JJ,1,45,0.022222222222222223,7,4.622167762356662,0.10271483916348138
5798,232,extended,JJ,1,45,0.022222222222222223,5,4.958639998977875,0.11019199997728613
5810,233,perfectly,RB,1,34,0.029411764705882353,3,5.469465622743866,0.16086663596305487
5811,233,sharp,JJ,1,34,0.029411764705882353,9,4.370853334075757,0.12855450982575756
5823,233,reddish,JJ,1,34,0.029411764705882353,1,6.568077911411976,0.19317876210035223
5844,234,instead,RB,1,19,0.05263157894736842,4,5.181783550292085,0.2727254500153729
5858,235,wireless,JJ,1,16,0.0625,13,4.003128553950439,0.2501955346219024
5864,235,n't,RB,1,16,0.0625,23,3.432583695482826,0.21453648096767663
5867,235,most,JJS,1,16,0.0625,36,2.984558972955866,0.18653493580974162
5879,236,not,RB,2,50,0.04,64,2.409194828052304,0.09636779312209216
5881,236,top,JJ,1,50,0.02,9,4.370853334075757,0.08741706668151514
5887,236,far,RB,1,50,0.02,12,4.083171261623976,0.08166342523247952
5888,236,less,RBR,1,50,0.02,23,3.432583695482826,0.06865167390965653
5889,236,sharp,JJ,1,50,0.02,9,4.370853334075757,0.08741706668151514
5891,236,more,RBR,1,50,0.02,59,2.490540467506256,0.04981080935012512
5892,236,recent,JJ,1,50,0.02,7,4.622167762356662,0.09244335524713325
5896,236,even,RB,1,50,0.02,22,3.47703545805366,0.0695407091610732
5900,236,cheap,JJ,1,50,0.02,3,5.469465622743866,0.10938931245487732
5908,236,not,RB,2,50,0.04,64,2.409194828052304,0.09636779312209216
5912,236,really,RB,1,50,0.02,8,4.48863636973214,0.0897727273946428
5914,236,obvious,JJ,1,50,0.02,4,5.181783550292085,0.1036356710058417
5916,236,most,JJS,1,50,0.02,36,2.984558972955866,0.05969117945911732
5930,237,never,RB,1,30,0.03333333333333333,6,4.77631844218392,0.15921061473946402
5949,237,silly,JJ,1,30,0.03333333333333333,1,6.568077911411976,0.21893593038039919
5952,238,5s,JJ,1,16,0.0625,13,4.003128553950439,0.2501955346219024
5956,238,n't,RB,1,16,0.0625,23,3.432583695482826,0.21453648096767663
5975,239,super,JJ,1,32,0.03125,2,5.87493073085203,0.18359158533912595
5979,239,even,RB,1,32,0.03125,22,3.47703545805366,0.10865735806417688
5981,239,newer,JJR,1,32,0.03125,9,4.370853334075757,0.1365891666898674
5993,239,really,RB,1,32,0.03125,8,4.48863636973214,0.14026988655412936
6000,240,speedy,JJ,1,9,0.1111111111111111,1,6.568077911411976,0.7297864346013306
6001,240,double,JJ,1,9,0.1111111111111111,3,5.469465622743866,0.6077184025270962
6005,240,recent,JJ,1,9,0.1111111111111111,7,4.622167762356662,0.5135741958174069
6009,241,many,JJ,1,35,0.02857142857142857,17,3.7348645673557597,0.10671041621016455
6026,241,always,RB,1,35,0.02857142857142857,5,4.958639998977875,0.141675428542225
6034,241,more,JJR,1,35,0.02857142857142857,59,2.490540467506256,0.07115829907160731
6044,242,only,JJ,1,65,0.015384615384615385,28,3.2358734012367716,0.04978266771133495
6079,242,hugely,RB,1,65,0.015384615384615385,2,5.87493073085203,0.09038354970541586
6084,242,brighter,JJR,1,65,0.015384615384615385,6,4.77631844218392,0.07348182218744494
6093,242,right,RB,1,65,0.015384615384615385,14,3.929020581796717,0.06044647048918027
6094,242,up,RB,1,65,0.015384615384615385,34,3.0417173867958143,0.04679565210455099
6097,242,strong,JJ,1,65,0.015384615384615385,4,5.181783550292085,0.07971974692757054
6100,242,negative,JJ,1,65,0.015384615384615385,1,6.568077911411976,0.10104735248326117
6118,243,top,JJ,1,26,0.038461538461538464,9,4.370853334075757,0.16810974361829834
6127,243,still,RB,1,26,0.038461538461538464,34,3.0417173867958143,0.11698913026137747
6128,243,possible,JJ,1,26,0.038461538461538464,3,5.469465622743866,0.2103640624132256
6131,243,slight,JJ,1,26,0.038461538461538464,2,5.87493073085203,0.22595887426353964
6141,244,similar,JJ,1,19,0.05263157894736842,12,4.083171261623976,0.2149037506117882
6145,244,other,JJ,1,19,0.05263157894736842,16,3.7954891891721947,0.19976258890379972
6153,245,still,RB,1,30,0.03333333333333333,34,3.0417173867958143,0.10139057955986047
6157,245,quite,RB,1,30,0.03333333333333333,8,4.48863636973214,0.14962121232440465
6158,245,acceptable,JJ,1,30,0.03333333333333333,1,6.568077911411976,0.21893593038039919
6160,245,bright,JJ,1,30,0.03333333333333333,8,4.48863636973214,0.14962121232440465
6161,245,enough,RB,2,30,0.06666666666666667,12,4.083171261623976,0.2722114174415984
6165,245,outdoors,RB,1,30,0.03333333333333333,3,5.469465622743866,0.18231552075812885
6167,245,sharp,JJ,1,30,0.03333333333333333,9,4.370853334075757,0.14569511113585856
6168,245,enough,RB,2,30,0.06666666666666667,12,4.083171261623976,0.2722114174415984
6178,245,fuzzy,JJ,1,30,0.03333333333333333,1,6.568077911411976,0.21893593038039919
6188,246,own,JJ,1,25,0.04,6,4.77631844218392,0.1910527376873568
6195,246,still,RB,1,25,0.04,34,3.0417173867958143,0.12166869547183258
6196,246,as,RB,2,25,0.08,72,2.2914117923959205,0.18331294339167364
6203,246,back,RB,1,25,0.04,18,3.6777061535158113,0.14710824614063245
6223,247,latter,JJ,1,30,0.03333333333333333,1,6.568077911411976,0.21893593038039919
6227,247,still,RB,1,30,0.03333333333333333,34,3.0417173867958143,0.10139057955986047
6230,247,less,JJR,1,30,0.03333333333333333,23,3.432583695482826,0.1144194565160942
